,Unnamed: 0,text,canonical
6067,6067,kaç kişiye daha isimlerini kısaltarak hitap ettin? ne samimi :) kaş.,kaç kişiye daha isimlerini kısaltarak hitap ettin ? ne samimi :) kas .
6068,6068,"Cümlede anlatım bozukluğu var.
""Kadınlarla nasıl konuşulacağını ve kadınlara nasıl davranılacağını bilmeyen.."" olması lazım.
Sanki kadınların hepsi de Padişah kızı..:))","cümlede anlatım bozukluğu var . "" kadınlarla nasıl konuşulacağını ve kadınlara nasıl davranılacağını bilmeyen . . "" olması lazım . sanki kadınların hepsi de padişah kızı . . :) )"
6069,6069,İmkansızsa aynıdır kanka :D,imkansızsa aynıdır kanka : d
6070,6070,YouTubede bulduğum kedi köpek videolarını link kısaltarak profilimde paylaşıyorum ve bu kisaltigim linklerden elde edilen geliri ise mama ve kulübe yardımı yapmak istiyorum bu mesajı profilinizde paylaşarak minik dostlarımıza yardım edebilirsiniz Teşekkür ederim :),youtubede bulduğum kedi köpek videolarını link kısaltarak profilimde paylaşıyorum ve bu kısaldığım linklerden elde edilen geliri ise mama ve kulübe yardımı yapmak istiyorum bu mesajı profilinizde paylaşarak minik dostlarımıza yardım edebilirsiniz teşekkür ederim :)
6071,6071,bu hafta her şey üst üste geldi manyak gibi ordan oraya koşturcam ciddili sıçtım :),bu hafta her şey üst üste geldi manyak gibi oradan oraya koşturacağım ciddili sıçtı :)
6072,6072,"Aynaya baksan kafi , gunes aya gerek yok nur yuzlum diyesim geldi zirtoya
Nereue baksa anlatirmjş zaten , bize ?
Sana yok :)","aynaya baksan kafi , güneş aya gerek yok nur yüzlüm diyesim geldi sirtoya nereye baksa anlatırmış zaten , bize ? sen yok :)"
6073,6073,"Bir de karakterden bahsediyor :))
Șu rezil kepaze futbolun izahı hangi karakterdir? Her gelenden baskı yiyorsun!!",bir de karakterden bahsediyoruz :) ) șu rezil kepaze futbolun izahı hangi karakterdir ? her gelenden baskı yiyorsun ! !
6074,6074,Sana ne lan dingil :),sen ne lan dingil :)
6075,6075,aa sen de mi böylesin :)  şarkı çok güzel değil mi amaaaa ,aa sen de mi böylesin :) şarkı çok güzel değil mi ama
6076,6076,Yalnız değilsinnn :D …,yalnız değilsin : d  …
6077,6077,Hic ya cok uzaklar gorunuyor o yaslarda yukarilar sonra bi bakmissin hop ordasin :),hiç ya çok uzaklar görünüyor o yaşlarda yukarılara sonra bir bakmışsın hop ordasın :)
6078,6078,Bursum yatmıştır :Dpic.twitter.com/Ujkf9A9sVT,bursum yatmıştır : piç . twitter.com/ujkf9a9svt
6079,6079,"2 kere ateyiz oldum birinde bileğim burkuldu,birinde ayağım kırıldı..bulaşmam o işe :)","2 kere ateyiz oldum birinde bileğim burkuldu , birinde ayağım kırıldı . . bulaşmam o işe :)"
6080,6080,Bunu icon yapayım mı :) …,bunu için yapayım mı :)   …
6081,6081,Hakkımı helal etmeyeceğim insanlar var mahşer günü görüşücez hepinizle işte o zaman oynat bakalım :),hakkımı helal etmeyeceğim insanlar var mahşer günü görüşeceğiz hepinizle işte o zaman oynat bakalım :)
6082,6082,Saraydan memleketime gol atma talimati gelmiş :),saraydan memleketime gol atma talimatı gelmiş :)
6083,6083,Hadi kardeş hadi kendi çöplüğünüze haydi. Orda ne paylaşırsan paylaş hadi. Zaten çok az kesim kaldı senin gibi. Ama sen devam et tmm mı? Sen zirvede bırak orda kal sen :),hadi kardeş hadi kendi çöplüğünüze haydi . orada ne paylaşırsan paylaş hadi . zaten çok az kısmı kaldı senin gibi . ama sen devam et tamam mı ? son zirvede bırak orada kal sen :)
6084,6084,@mooncrownnn canım sıkılıyor :),@mooncrownnn canım sıkılıyor :)
6085,6085,Düştümm güzel bakan güzel olunca tabeee :),düştüm güzel bakan güzel olunca tabi :)
6086,6086,Gazetede Atatürk hakkında bir bok yok :D?,gazetede atatürk hakkında bir bok yok : d ?
6087,6087,cicik :)),çiçek :) )
6088,6088,Bakın kim tutuyor sizi :D …,bakın kim tutuyor sizi : d  …
6089,6089,Hepsini anladım da neden benzema isco ya da hazard değil de valverde? :D,hepsini anladım da neden benzema ısco ya da hazard değil de valverde ? : d
6090,6090,Yaşüyüm :),yaşüyüm :)
6091,6091,Yeni rüyaların hazırlığını yapıyor. :),yeni rüyaların hazırlığını yapıyor . :)
6092,6092,"Allah 17 yıl böyle bir mevkiyi kendisine neden nasip etti bu da ayrı bir tartışma konusu.Allah'da utanır ve kaçar belki, amin yareeaaabbelalemin :P","allah 17 yıl böyle bir mevkiyi kendisine neden nasip etti bu da ayrı bir tartışma konusu . Allah'la utanır ve kaçar belki , amin yareeaaabbelalemin :p"
6093,6093,"72 yaşındayım bugüne kadar asla evimde rakı içmedim 
Misafirlerim gelir onlara ickinin her türlüsünü ikram ederim ama içmem 
Bu rahmetli babam ile alakalı sanırım
Her akşam evde içer 
bazen sarhos olur asla siddet olmazdı
Ama sabaha kadar konuşurdu Fena iskenceydi :)",72 yaşındayım bugüne kadar asla evimde rakı içmedim misafirlerim gelir onlara içkinin her türlüsünü ikram ederim ama içmem bu rahmetli babam ile alakalı sanırım her akşam evde içer bazen sarhoş olur asla şiddet olmazdı ama sabaha kadar konuşurdu fena işkenceydi :)
6094,6094,Metin Bey bizi işe alacak galiba :) …,metin bey bizi işe alacak galiba :)   …
6095,6095,Bunu da denerim başkan zaten buralar fırın dolu. Başka yemek tarifleri oldukça paylaş faydalanalım başkan :)),bunu da denerim başkan zaten buralar fırın dolu . başka yemek tarifleri oldukça paylaş faydalanalım başkan :) )
6096,6096,ben de sevmedim söylediklerini ama kelime kelime ezberledim :),ben de sevmedim söylediklerini ama kelime kelime ezberledim :)
6097,6097,Sivas az daha karışık ötekilerden :),sivas az daha karışık ötekilerden :)
6098,6098,Yeğenim babasinin begenmeyip yemedigi yulaf ezmesini 'babacığım ben bunu atıma yedireyim' deyince babasi 'kızım sen ne demek istiyorsun ¿' demiş. :)),yeğenim babasının beğenmeyip yemediği yulaf ezmesini ' babacığım ben bunu atıma yedireyim ' deyince babası ' kızım sana ne demek istiyorsun ¿ ' demiş . :) )
6099,6099,gonlun karismasin cane :-),gönlün karışmasın cane :-)
6100,6100,bimillah yazısını değiştirip Bismillah yaptığınız için ayrıca tşk ederim :)),bismillah yazısını değiştirip bismillâh yaptığınız için ayrıca teşekkür ederim :) )
6101,6101,Söyleyemem ki sana ne kadar güzel güldüğünü :),söyleyemem ki sen ne kadar güzel güldüğünü :)
6102,6102,Fazlasıyla sıradan olmasına rağmen İstanbulluların gaz verip siz farklısınıza inandırdığı izmirliler şirazeden çıktı yemnediyorum :)),fazlasıyla sıradan olmasına rağmen istanbulluların gaz verip siz farklısınız inandırdığı izmirliler şirazeden çıktı yemnediyorum :) )
6103,6103,Ben Gemlik deyim ki :),ben gemlik deyim ki :)
6104,6104,Gazete için de Türkiye'nin en iyi haber programı için de teşekkürler. Bakınız radyo ile sınırlamıyorum :)pic.twitter.com/X5ARgiLvxF,gazete için de türkiye'nin en iyi haber programı için de teşekkürler . bakın radyo ile sınırlamıyorum :) piç . twitter.com/x5argilvxf
6105,6105,Çok şey kattınız efendim teşekkür ederim :)),çok şey kattiniz efendim teşekkür ederim :) )
6106,6106,Haaaa bslsbdkbdkss birlikte çekeriz :D,haada bşlsbdkbdkss birlikte çekeriz : d
6107,6107,"İyi akşamlar Cemal, bnm değil kuzenimin kızı :) Ben büyüttüm çok şükür.","iyi akşamlar cemal , benim değil kuzenimin kızı :) ben büyüttüm çok şükür ."
6108,6108,büyü haram abi :D günah :D,büyü haram abi : d günah : d
6109,6109,beni silemeyen herkes karalar :D,beni silemeyen herkes karalar : d
6110,6110,Yurtta Kepse vermiyorlar mı? :),yurtta kepse vermiyorlar mı ? :)
6111,6111,O da bu işte :),o da bu işte :)
6112,6112,O halde ne diyoruz kim yaralamadi ki sevdigini bile bile :),o halde ne diyoruz kim yaralamadı ki sevdiğini bilebile bile :)
6113,6113,caner sağ kanada geçti gene :) hala sistem mistem olduğunu zanneden güzel insanlara selam olsun,caner sağ kanada geçti gene :) hala sistem sistem olduğunu zanneden güzel insanlara selam olsun
6114,6114,Julian tamam tamam diyor :D …,julian tamam tamam diyor : d  …
6115,6115,yine aşık oldum.Haftada 3 kere aşık oluyorum bu amk kalbi ne zaman tam olarak birine vurulucak acep :),yine aşık oldum . haftada 3 kere aşık oluyorum bu amk kalbin ne zaman tam olarak birine vurulacak acep :)
6116,6116,dimi ya tarzın bu ama en azından başkalarıyla fotoğraf çekilirken istemiyormuş gibi durmak yerine biraz tebessüm edebilirdi ama severim :p,değil mi ya tarzın bu ama en azından başkalarıyla fotoğraf çekilirken istemiyormuş gibi durmak yerine biraz tebessüm edebilirdi ama severim :p
6117,6117,iyileştik artık ama hala doktorumuzu görünce tıslıyoruz :),iyileştik artık ama hala doktorumuzu görünce tıslıyoruz :)
6118,6118,Ben de seni :),ben de sana :)
6119,6119,Haklısınız böyle kadınlar da var ama ben kendi çevremden bahsediyordum. Tweetin bu kadar yürüyeceğini tahmin edemedim  Burçlar kadar saçma bi şey yok btw :),haklısınız böyle kadınlar da var ama ben kendi çevremden bahsediyorum . tweetin bu kadar yürüyeceğini tahmin edemedim burçlar kadar saçma bir şey yok btw :)
6120,6120,"İşte benim ali palabıyık mete kalkavan arda kardeşler cüney çakır 
Ve diğer eyyamcı hakemlere yapmak istediğimi yapmış çoçuk helal olsun :)pic.twitter.com/AMyLZgnlpb",işte benim ali palabıyık mete kalkavan arda kardeşler cüneyt çakır ve diğer eyyamcı hakemlere yapmak istediğimi yapmış çocuk helal olsun :) piç . twitter.com/amylzgnlpb
6121,6121,shayda :),shayda :)
6122,6122,Av zamanı :D,av zamanı : d
6123,6123,"Aferin sana, umarım geçmişsindir :)","aferin sana , umarım gecmissindir :)"
6124,6124,Hocam iyi çoğundan 90/100 bekliyorum osmanlicadan devamsızliktqn kalicam gibi :D,hocam iyi çoğundan 90/100 bekliyorum osmanlıcadan devamsızlıktan kalacağım gibi : d
6125,6125,Aman hocam aslında cevap vermek bile ödül böyle dikkat çekmek isteyenlere   bosverelim ne hali ne halleri varsa görsünler :),aman hocam aslında cevap vermek bile ödül böyle dikkat çekmek isteyenlere boşverelim ne hali ne halleri varsa görsünler :)
6126,6126,Bu ne biçim rövanş? Formdan düşmüşsün Devrim'ciğim. Sevdim ben bu fotoğrafı. :)),bu ne biçim rövanş ? formdan düşmüşsün devrim'ciğim . sevdim ben bu fotoğrafı . :) )
6127,6127,Sivas çok soğuk diyorlar doğru mu :)),sivas çok soğuk diyorlar doğru mu :) )
6128,6128,Her ateyis olduğumda başıma bi işler geldi...ırsarak tamam   Tengrim sana bişiy diyen mi var diyerek deistliği seçtim..daha tehlikesiz :),her ateyiz olduğumda başıma bir işler geldi ... irşarak tamam tengrim sana bir şey diyen mi var diyerek deistliği seçtim . . daha tehlikesiz :)
6129,6129,Sarısı varken iki pozisyonda vermedi %100 sarıyı sonra adam gol attı :D Senin ananı karını bacını ölmüşlerini sikiyim amın oğlu,sarısı varken iki pozisyonda vermedi %100 sarıyı sonra adam gol attı : d senin ananı karını bacını ölmüşlerini sikeyim amın oğlu
6130,6130,Çekik gözlü zenciyi senden öğrendim :)),çekik gözlü zenciyi senden öğrendim :) )
6131,6131,"Malesef aynen öyle,yani heralde VAR’dakiler uyuyakaldı :)","maalesef aynen öyle , yani heralde vardakiler uyuyakaldı :)"
6132,6132,Hissi kablel vuku :),hissi kablel vuku :)
6133,6133,Aklıma geldi de Muslera için 10 milyon euro teklife satılsın diyenler vardı ne desem bilemedim :),aklıma geldi de muslera için 10 milyon euro teklife satılsın diyenler vardı ne desem bilemedim :)
6134,6134,"""Alın Teriyle Yaşamak"" konulu bir kitap neden olmasın :)",""" alın teriyle yaşamak "" konulu bir kitap neden olmasın :)"
6135,6135,Akın için :),akın için :)
6136,6136,Tamam işte. Düşünüyorsun ama evlilik seni düşünmüyor ortak noktada buluşup evlenmemek daha mantıklı ve basın agirmaz :D,tamam işte . düşünüyorsun ama evlilik seni düşünmüyor ortak noktada buluşup evlenmemek daha mantıklı ve başın ağrımaz : d
6137,6137,"İki gün okuyup, bir saat içinde de okuduklarımdan aldığım notları outline haline getirebiliyorsam ve bunun sonucunda iki sayfayı bir saatte  yazıyorsam; bu tez ne zaman biter? :)","iki gün okuyup , bir saat içinde de okuduklarımdan aldığım notları outline haline getirebiliyorsam ve bunun sonucunda iki sayfayı bir saatte yazıyorsam ; bu tez ne zaman biter ? :)"
6138,6138,İyi geceler dedim uyuyorum demedim :),iyi geceler dedim uyuyorum demedim :)
6139,6139,Ahaha güldürdü :),Shah'a güldürdü :)
6140,6140,"15nci dk kırmızı yiyen Kasımpaşa 2-1 öne mi geçmiş?

Ben Youssef dikkat et kendine. Arda Kardeşler'in gözü üzerinde :) Her an kırmızı yiyebilirsin.",15nci dk kırmızı yiyen kasımpaşa 2-1 öne mi geçmiş ? ben youssef dikkat et kendine . arda kardeşler'in gözü üzerinde :) her an kırmızı yiyebilirsin .
6141,6141,Bence 3-5 kere daha oku :),bence 3-5 kere daha oku :)
6142,6142,Gs kalktı darısı mülakata :),gs kalktı darısı mülakata :)
6143,6143,"İyi bir resetleme.
Yeni bir dizayn, yeni bir yaratım alanı açılmış gibi :)","iyi bir Reset'leşe . yeni bir dizayn , yeni bir yaratım alanı açılmış gibi :)"
6144,6144,Daha ne isterim be :),daha ne isterim be :)
6145,6145,"Evet, genelde anlaşılıyor ama bazı kelimeler bize çok yabancı :/ Sözlükle okumak en iyisi, sağ ol :))","evet , genelde anlaşılıyor ama bazı kelimeler bize çok yabancı :/ sözlükle okumak en iyisi , sağ ol :) )"
6146,6146,Kalbin sakat olmasın kardeşim :) …,kalbim sakat olmasın kardeşim :)   …
6147,6147,"Sinirli birinin hiç kızamadığı biri olmak, ciddi birinin en çok güldüğü kişi olmak, sınırları olan birinin sana sınırlarını aşmana izin vermesi  bazı sevgiler gerçekten zaafmış :))","sinirli birinin hiç kızamadığı biri olmak , ciddi birinin en çok güldüğü kişi olmak , sınırları olan birinin sana sınırlarını aşmana izin vermesi bazı sevgiler gerçekten zaafmış :) )"
6148,6148,"..
sen dinlerdin
ben söyleyecek başka söz bulamadığımda
Yeryüzü Ayetleri
Queen   :)",. . sen dinlerdin ben söyleyecek başka söz bulamadığımda yeryüzü ayetleri queen :)
6149,6149,Aşko bozuk yok yoksa alırdım :)pic.twitter.com/MRi2HzpwUx,aşk bozuk yok yoksa alırdım :) piç . twitter.com/mri2hzpwux
6150,6150,"İki ihtimal var !
1. Sağlam içmiş 
2. Makara yapmış :)",iki ihtimal var ! 1. sağlam içmiş 2. makara yapmış :)
6151,6151,Beşiktaş'ı kaç kere sattı :),beşiktaş'ı kaç kere sattı :)
6152,6152,"Ahaha :)) 
Çay içiyordum pofff yaptım 
İlahi Dr . Üveys kahkaha attım yemin ederim her yer battı çay oldu boğuluyordum az daha  herşeyi açıklamışsın daaa :))) ",Ahat'a :) ) çay içiyordum pof yaptım ilahi dr . üveys kahkaha attım yemin ederim her yer battı çay oldu boğuluyordum az daha herşeyi açıklamışsın yaaa :) ) )
6153,6153,Ne bu gondermeli tibit mi atıyon sen :),ne bu göndermeli tirit mı atıyorsun sen :)
6154,6154,10 kişi takım bizle aynı şut atmış :)),10 kişi takım bizimle aynı şut atmış :) )
6155,6155," teşekkür ederim.
çay en sevdiğimiz zaten :)",teşekkür ederim . çay en sevdiğimiz zaten :)
6156,6156,Ulan Hasan  çakır 2’sin ha :)),ulan hasan çakır sin ha :) )
6157,6157,"Valla öyle,kırmızı kart pozisyonunu telafi etmeye çalışıyor heralde :)","valla öyle , kırmızı kart pozisyonunu telafi etmeye çalışıyor heralde :)"
6158,6158,Son 62 kişi kaldı haydi el kuvvet :),son 62 kişi kaldı haydi el kuvvet :)
6159,6159,@EsmaEsr nabr ruh ikizim :p şxisöfşsöşsd,@esmaesr nar ruh ikizim :p şxisöfşsöşsd
6160,6160,Sadesini severim.:),sadesini severim . :)
6161,6161,:)))))))))))))))))))))))) baya güldüm,:) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) baya güldüm
6162,6162,Nasıl da biliyorlar kendilerini :),nasıl da biliyorlar kendilerini :)
6163,6163,"Böyle sevenlere islam dininde evliya/eren, Hristiyanlıkta aziz diyorlar :)","böyle sevenlere islam dininde evliya / eren , hristiyanlıkta aziz diyorlar :)"
6164,6164,Hayret bu mesajı şimdi gördüm aynen ben de onu yazdım :),hayret bu mesajı şimdi gördüm aynen ben de onu yazdım :)
6165,6165,Tuzlaspora yenilenler niye seviniyo onu anlamadım  :)),tuzlaspora yenilenler niye seviniyor onu anlamadım :) )
6166,6166,Bu Beşiktaş Kadıköy'e gelmesin. 10 kişi Kasımpaşa bile top gibi oynuyorsa biz neler yaparız :),bu beşiktaş kadıköy'e gelmesin . 10 kişi kasımpaşa bile top gibi oynuyorsa bizi neler yaparız :)
6167,6167,3nisanda la case de papelin yeni sezonu yayinlanacak cok mutlu oldum :),nisanda la case de papelin yeni sezonu yayınlanacak çok mutlu oldum :)
6168,6168,Evka 4 :),evka 4 :)
6169,6169,:)) cevap veriyorum . Hatırlıyorum bu vine ı,:) ) cevap veriyorum . hatırlıyorum bu vine ı
6170,6170,Bjkliler gene ağlıyor. Haksızlar mı ? Değiller. Ama insan dönüp bir sormalı biz 10 kişi takımdan nasıl 2 gol yedik diye :),bekliler gene ağlıyor . haksızlar mı ? değiller . ama insan dönüp bir sormalı biz 10 kişi takımdan nasıl 2 gol yedik diye :)
6171,6171,"EVET HİÇ BIRAKMAYACAK SENİ :D:D:D
SÖZ VERDİ ÇÜNKÜ :D:D:D:D
HİHİHİHİHİHİHİHİ :D:D:D:D:D
BIRAKIR MI HİÇ :D:D:D:D:D:D
TABİ CANIM :D:D:D:D",evet hiç bırakmayacak sana : d : d : d söz verdi çünkü : d : d : d : d hihihihihihihihi : d : d : d : d : d bırakır mı hiç : d : d : d : d : d : d tabi canım : d : d : d : d
6172,6172,Soytarı diye DİSK'e diyorum :),soytarı diye diske diyorum :)
6173,6173,İkisi de frak giyip sadakatlerini arz etmişler moruğa :),ikisi de frak giyip sadakatlerini arz etmişler moruğa :)
6174,6174,Ablam siz de her şeye anarşist bakıyorsunuz :),ablam siz de her şeye anarşist bakıyorsunuz :)
6175,6175,Çok net :),çok net :)
6176,6176,"Hshdsadaj, o seviyeye kimse çıkamaz :)","hshdsadaj , o seviyeye kimse çıkamaz :)"
6177,6177,Fotoğraf tost makinasıyla çekinmiş gerçi bize gerek yok mekan görünsün yeter :),fotoğraf tost makinasıyla çekinmiş gerçi bize gerek yok mekan görünsün yeter :)
6178,6178,Bakacağız :))),bakacağız :) ) )
6179,6179,Haaaaa 1. İle tanıdım ama ikisini de gördüm :),haa 1. ile tanıdım ama ikisinin de gördüm :)
6180,6180,Daha çok alıcaz ozaman :),daha çok alacağız o zaman :)
6181,6181,Nasıl ya? :D Bence bazı ailelerde tam tersi bu olasılığı ciddi oranda artırıyor olması lazım. …,nasıl ya ? : d bence bazı ailelerde tam tersi bu olasılığı ciddi oranda artırıyor olması lazım .   …
6182,6182,kerimcan durmaz erkekliğe döner beşiktaş yine dönemez :),Kerimhan durmaz erkekliğe döner beşiktaş yine dönemez :)
6183,6183,"Lan aileden zengin olup olmadığını söylemiyorum ki göbeği gibi büyüttüklerini söylüyorum sana :)

İçki muhabbeti yapmıyorum
İçkiye kapalı caddeyi içki ruhsatına açıyor
Bil bakalım kimin işletmesi var :)
Ayrıca ister içer scar ama seçimden önce Yasin de okur takkede giyer dimi ",lan aileden zengin olup olmadığını söylemiyorum ki göbeği gibi büyüttüklerini söylüyorum sana :) içki muhabbeti yapmıyorum içkiye kapalı caddeyi içki ruhsatına açıyor bil bakalım kimin işletmesi var :) ayrıca ister içer scar ama seçimden önce yasin de okur takkede giyer değil mi
6184,6184,Sahibi değil de yenge Çorum'lu galiba :D,sahibi değil de yenge çorumlu galiba : d
6185,6185,Muhabbet ederken saate baktırmayan insan bence çok güzel bir nimet :)),muhabbet ederken saate baktırmayan insan bence çok güzel bir nimet :) )
6186,6186,yardımcı olabilir miyim? :)pic.twitter.com/vQGxU9ulZl,yardımcı olabilir miyim ? :) piç . twitter.com/vqgxu9ulzl
6187,6187,Çok komiksin :)))))),çok komiksin :) ) ) ) ) )
6188,6188,niye abi :D,niye abi : d
6189,6189,2016 sezonu benim için rahatlama vesilesiydi. Emeklilik hiç beklediğim bir şey değildi. Yaptı yine üçlemeyi. Çok güzeldi o yıl :),2016 sezonu benim için rahatlama vesilesiydi . emeklilik hiç beklediğim bir şey değildi . yaptı yine üçlemeyi . çok güzeldi o yıl :)
6190,6190,Misilleme yapma. :)),misilleme yapma . :) )
6191,6191,"Hocam öyle bi göndermede bulunmadım tekrar bakmanı rica ederim mesaja. ""Sonuçta düşük oranla"" diye başlayan cümlede bankoyla katlamayı hepimiz isterix anlamında söylemiştim ama yanlış anlaşılmış afedersin :) niyetim kırgınlık yaratmak değil,emeğin farkındayım.","hocam öyle bir göndermede bulunulmadım tekrar bakmanı rica ederim mesaja . "" sonuçta düşük oranla "" diye başlayan cümlede bankoyla katlamayı hepimiz isteriz anlamında söylemiştim ama yanlış anlaşılmış afedersin :) niyetim kırgınlık yaratmak değil , emeğin farkındayım ."
6192,6192,Ne kadar da öyle deme inanırım diyen takipçiler :),ne kadar da öyle deme inanırım diyen takipçiler :)
6193,6193,Ben üst bekliyorum ağzını hayra aç :),ben üst bekliyorum ağzını hayra aç :)
6194,6194,Kısaca insan insanın akrabasıdır Hocam çok derinlere gitmeye gerek var mı :)))),kısaca insan insanın akrabasıdır hocam çok derinlere gitmeye gerek var mı :) ) ) )
6195,6195,"Tabii ki sürdüyorum boykotu, yurt dışında bile! :-)","tabii ki sürçüyorum boykotu , yurt dışında bile ! :-)"
6196,6196,Ne bu hazırlık speaking videosu mu :D,ne bu hazırlık speaking videosu mu : d
6197,6197,"İBB Başkanı İmamoğlu musluğu kestikten sonra Okçulara yedirdim, der geçersin..:)","ibb başkanı imamoğlu musluğu kestikten sonra okçulara yedirdim , der geçersin . . :)"
6198,6198,Peker gyo girer mi bu vera :)),peker gyo girer mi bu vera :) )
6199,6199,Tamam :),tamam :)
6200,6200,Aynen bende şok oldum :)),aynen bende şok oldum :) )
6201,6201,Trol bunlar belli :)  tugce de bas troll. Bak bozunca uctu gitti beyin yok cunku,trol bunlar belli :) tuğçe de baş troll . bak bozunca uçtu gitti beyin yok çünkü
6202,6202,"Paşa dayım beni genelde engellerler ben engellemem :) 

Görünce bazen dayanamıyorum. Helal edin hakkınızı.",paşa dayım beni genelde engellerler ben engellemem :) görünce bazen dayanamıyorum . helal edin hakkınızı .
6203,6203,doğrandığımız günün ertesisine tff binasında tff başkanına ziyaret yaptılar diye eleştirdik. Bir ton laf yedik dm'den şimdi laf edenler sallıyor. :),doğranıldığımız günün ertesisine tff binasında tff başkanına ziyaret yaptılar diye eleştirdik . bir ton laf yedik dm'den şimdi laf edenler sallıyor . :)
6204,6204,"Valla izlediğim tek anime Death Parade ama onu da çooooooook sevmiştim :)))

#NeverGiveUpOnMX7
#_7
@OfficialMonstaX",valla izlediğim tek anime death parade ama onu da çooooooook sevmiştim :) ) ) #nevergiveuponmx7 #_7 @officialmonstax
6205,6205,1 tane attı diğerini kaçırdı mayıs ayında trabzon yolu gözüktü bize :),1 tane attı diğerini kaçırdı mayıs ayında trabzon yolu gözüktü bize :)
6206,6206,sen bi gelde istanbuldan :))))))))))))))))))))))))))))))))))))))))))))),son bir gel de istanbulun :) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) )
6207,6207,ne tesadüf :),ne tesadüf :)
6208,6208,Doğrudur..açıkçası bu tür kelimelerin çoğunu burada öğrendim yanlış kullanabilirim.:),doğrudur . . açıkçası bu tür kelimelerin çoğunu burada öğrendim yanlış kullanabilirim . :)
6209,6209,"ApuCuu, ApuCuu ile Saz Gibi Yayın :)  canlı yayın yapıyor. Nimo TV'de sonsuz ihtişam bulun …","apucuu , apucuu ile söz gibi yayın :) canlı yayın yapıyor . nim tv'de sonsuz ihtişam bulun …"
6210,6210,"Ben de imam Rabbani hz ni düşünürdüm hanefi mezhebi için :))
Çünkü imam Gazali hz nin bendeki yeri çok ayrıydı.",ben de imam rabbani hz ni düşünürdüm hanefi mezhebi için :) ) çünkü imam gazali hznin bendeki yeri çok ayrıydı .
6211,6211,Hak ediyorlar bebeğim :)),hak ediyorlar bebeğim :) )
6212,6212,Bizim evin yerinde durmayan yaramaz küçük kızı ve tokalar ve atlar ve saçlar ve bitmez tükenmez enerji :),bizim evin yerinde durmayan yaramaz küçük kızı ve tokalar ve atlar ve saçlar ve bitmez tükenmez enerji :)
6213,6213,Sana bir kedi alacam :D,sana bir kedi alacağım : d
6214,6214,Şimdilik kendime verdiğim sözleri tutuyorum sıkı sıkı peki ya sonra :),şimdilik kendime verdiğim sözleri tutuyorum sıkı sıkı peki ya sonra :)
6215,6215,Aynı hikayeleri üniversite mezunu annem emekli olduktan sonra ben de dinledim hocam :) eğitim yaş asla farketmiyor Yasin'in ilk sayfasını tecvidli ilk onlar okur :))),aynı hikayeleri üniversite mezunu annem emekli olduktan sonra ben de dinledim hocam :) eğitim yaş asla farketmiyor yaşının ilk sayfasını tecvizli ilk onlar okur :) ) )
6216,6216,O kadar çok değiştim ki anlatamam ama hep derdim 2019 bol değişim olan bi yıl olacak öyle oldu da daha da olur umarım :),o kadar çok değiştim ki anlatamam ama hep derdim 2019 bol değişim olan bir yıl olacak öyle oldu da daha da olur umarım :)
6217,6217,hesabi kim ele gecirmeye calisti ne derdiniz var benle :),hesabı kim ele geçirmeye çalıştı ne derdiniz var benimle :)
6218,6218,Günün fıkrası..:),günün fıkrası . . :)
6219,6219,Geliyor :Dpic.twitter.com/5Q8k6XXvB0,geliyor : piç . twitter.com/5q8k6xxvb0
6220,6220,şükür birini de kurtardım bugün.. :))))),şükür birini de kurtardım bugün . . :) ) ) ) )
6221,6221,Kendine zulum ediyorsun :)),kendisine zulüm ediyorsun :) )
6222,6222,"Hocam bari -dolar üzerinden-120 $ şeetseydiniz :)))
(Ayrıca bu İtalyan sanatçınınkinden daha bi havalı olmuş bence :)))
Kısmet olursa, ben de kivi ile yapmayı düşünüyorum :)))","hocam bari - dolar üzerinden-120 $ Sweets'eydiniz :) ) ) ( ayrıca bu italyan sanatçınınkinden daha bir havalı olmuş bence :) ) ) kısmet olursa , ben de kivi ile yapmayı düşünüyorum :) ) )"
6223,6223,Nerede o mazideki günler nerede o sıcacık samimi haller :),nerede o mazideki günler nerede o sıcacık samimi haller :)
6224,6224,:) güzel o zaman,:) güzel o zaman
6225,6225,Burada benimse yok ki :) Seyhan öldü pisi pisine..ki Kemal'i rulete mahalle getirdi suçsuz olduğunu ispatlamak için Yamaç'in önüne atladı :),burada benimse yok ki :) ceyhan oldu pisi pisine . . ki kemali rulete mahalle getirdi suçsuz olduğunu ispatlamak için yamaç'ın önüne atladı :)
6226,6226,"Arabada yolculuk yaparken radyoda çalan en sevdiğin müzik ve arabanın yavaşça sallanması... 
huzur verici nadir şeylerden :)",arabada yolculuk yaparken radyoda çalan en sevdiğin müzik ve arabanın yavaşça sallanması ... huzur verici nadir şeylerden :)
6227,6227,Yoksa yorum yapardım. :)),yoksa yorum yapardım . :) )
6228,6228,":D :D :D
nedivim se",: d : d : d nedinim se
6229,6229,Abi bence sen artik besiktasi tutmayi birak sampiyonluk kupasini bile alirlar adamlar :).,abi bence sen artık beşiktaşı tutmayı bırak şampiyonluk kupasını bile alırlar adamlar :) .
